"award_name","award_type","award_country","award_year","film_title","film_year","film_director","film_country","film_main_genre","score","nvotes"
"Premios César","Premio","Francia","2014","Les garçons et Guillaume, à table!","2013","Guillaume Gallienne","Francia","Comedia","6.3","5188"
"Premios César","Premio","Francia","2013","Amour (Love)","2012","Michael Haneke","Austria","Drama","7.6","30151"
"Premios César","Premio","Francia","2012","The Artist","2011","Michel Hazanavicius","Francia","Comedia","7.7","57611"
"Premios César","Premio","Francia","2011","Des hommes et des dieux (Of Gods and Men)","2010","Xavier Beauvois","Francia","Drama","6.6","6770"
"Premios César","Premio","Francia","2010","Un prophète","2009","Jacques Audiard","Francia","Thriller","7.5","23483"
"Premios César","Premio","Francia","2009","Séraphine","2008","Martin Provost","Francia","Drama","6.7","1990"
"Premios César","Premio","Francia","2008","La graine et le mulet","2007","Abdellatif Kechiche","Francia","Drama","6.6","1506"
"Premios César","Premio","Francia","2007","Lady Chatterley","2006","Pascale Ferran","Francia","Drama","6.3","554"
"Premios César","Premio","Francia","2006","De battre mon coeur s'est arrêté","2005","Jacques Audiard","Francia","Drama","6.8","4379"
"Premios César","Premio","Francia","2005","L'esquive (Games of Love and Chance)","2003","Abdellatif Kechiche","Francia","Romance","6.2","687"
"Premios César","Premio","Francia","2004","Les invasions barbares","2003","Denys Arcand","Canadá","Comedia","7.5","20476"
"Premios César","Premio","Francia","2003","The Pianist (Le Pianiste)","2002","Roman Polanski","Reino Unido","Drama","8.3","148459"
"Premios César","Premio","Francia","2002","Le fabuleux destin d'Amélie Poulain","2001","Jean-Pierre Jeunet","Francia","Comedia","7.8","156767"
"Premios César","Premio","Francia","2001","Le goût des autres","2000","Agnès Jaoui","Francia","Comedia","7.0","3155"
"Premios César","Premio","Francia","2000","Vénus beauté (Institut)","1999","Tonie Marshall","Francia","Comedia","5.5","786"
"Premios César","Premio","Francia","1999","La vie revée des anges","1998","Érick Zonca","Francia","Drama","7.2","5069"
"Premios César","Premio","Francia","1998","On connaît la chanson","1997","Alain Resnais","Francia","Musical","6.9","1203"
"Premios César","Premio","Francia","1997","Ridicule","1996","Patrice Leconte","Francia","Comedia","6.8","800"
"Premios César","Premio","Francia","1996","La haine (Hate)","1995","Mathieu Kassovitz","Francia","Drama","7.8","29534"
"Premios César","Premio","Francia","1995","Les roseaux sauvages (Wild Reeds)","1994","André Téchiné","Francia","Drama","7.4","3128"
"Premios César","Premio","Francia","1994","Smoking/No Smoking","1993","Alain Resnais","Francia","Comedia","6.5","381"
"Premios César","Premio","Francia","1993","Les nuits fauves","1992","Cyril Collard","Francia","Drama","6.4","460"
"Premios César","Premio","Francia","1992","Tous les matins du monde","1991","Alain Corneau","Francia","Musical","7.4","2320"
"Premios César","Premio","Francia","1991","Cyrano de Bergerac","1990","Jean-Paul Rappeneau","Francia","Aventuras","7.3","42479"
"Premios César","Premio","Francia","1990","Trop belle pour toi","1989","Bertrand Blier","Francia","Romance","6.1","82"
"Premios César","Premio","Francia","1989","Camille Claudel","1988","Bruno Nuytten","Francia","Drama","6.7","795"
"Premios César","Premio","Francia","1988","Au revoir les enfants","1987","Louis Malle","Francia","Drama","7.8","13414"
"Premios César","Premio","Francia","1987","Thérèse","1986","Alain Cavalier","Francia","Drama","6.9","344"
"Premios César","Premio","Francia","1986","3 hommes et un couffin","1985","Coline Serreau","Francia","Comedia","5.6","4388"
"Premios César","Premio","Francia","1985","Les ripoux","1984","Claude Zidi","Francia","Comedia","6.6","142"
"Premios César","Premio","Francia","1984","Le bal","1983","Ettore Scola","Argelia","Musical","7.3","840"
"Premios César","Premio","Francia","1983","La balance","1982","Bob Swaim","Francia","Drama","6.2","52"
"Premios César","Premio","Francia","1982","La guerre du feu (Quest for Fire)","1981","Jean-Jacques Annaud","Canadá","Aventuras","7.2","11965"
"Premios César","Premio","Francia","1981","Le Dernier Métro (The Last Metro)","1980","François Truffaut","Francia","Drama","7.1","2673"
"Premios César","Premio","Francia","1980","Tess","1979","Roman Polanski","Reino Unido","Drama","7.1","3337"
"Premios César","Premio","Francia","1979","L'Argent des autres","1978","Christian de Chalonge","Francia","Drama","",""
"Premios César","Premio","Francia","1978","Providence","1977","Alain Resnais","Francia","Drama","6.6","660"
"Premios César","Premio","Francia","1977","Monsieur Klein","1976","Joseph Losey","Francia","Drama","6.8","753"
"Premios César","Premio","Francia","1976","Le vieux fusil","1975","Robert Enrico","Francia","Drama","6.7","421"
"Premios David de Donatello","Premio","Italia","2019","Dogman","2018","Matteo Garrone","Italia","Thriller","6.9","3714"
"Premios David de Donatello","Premio","Italia","2018","Ammore e malavita","2017","Antonio Manetti, Marco Manetti","Italia","Musical","6.0","28"
"Premios David de Donatello","Premio","Italia","2017","La pazza gioia","2016","Paolo Virzì","Italia","Comedia","6.5","3143"
"Premios David de Donatello","Premio","Italia","2016","Perfetti sconosciuti","2016","Paolo Genovese","Italia","Comedia","7.0","2953"
"Premios David de Donatello","Premio","Italia","2015","Anime nere","2014","Francesco Munzi","Italia","Drama","6.1","2228"
"Premios David de Donatello","Premio","Italia","2014","Il capitale umano","2013","Paolo Virzì","Italia","Drama","6.8","4823"
"Premios David de Donatello","Premio","Italia","2013","La migliore offerta (The Best Offer)","2013","Giuseppe Tornatore","Italia","Intriga","7.1","22593"
"Premios David de Donatello","Premio","Italia","2012","Cesare deve morire","2012","Paolo Taviani, Vittorio Taviani","Italia","Drama","6.7","3848"
"Premios David de Donatello","Premio","Italia","2011","Noi credevamo","2010","Mario Martone","Italia","Drama","6.5","44"
"Premios David de Donatello","Premio","Italia","2010","L'uomo che verrà (The Man Who Will Come)","2009","Giorgio Diritti","Italia","Drama","6.6","133"
"Premios David de Donatello","Premio","Italia","2009","Gomorra","2008","Matteo Garrone","Italia","Drama","6.2","23313"
"Premios David de Donatello","Premio","Italia","2008","La ragazza del lago","2007","Andrea Molaioli","Italia","Intriga","5.9","1659"
"Premios David de Donatello","Premio","Italia","2007","La sconosciuta (The Unknown Woman)","2006","Giuseppe Tornatore","Italia","Drama","7.1","3091"
"Premios David de Donatello","Premio","Italia","2006","Il caimano","2006","Nanni Moretti","Italia","Comedia","6.4","859"
"Premios David de Donatello","Premio","Italia","2005","Le conseguenze dell'amore","2004","Paolo Sorrentino","Italia","Drama","7.0","2990"
"Premios David de Donatello","Premio","Italia","2004","La meglio gioventù (The Best of Youth)","2003","Marco Tullio Giordana","Italia","Serie de TV","8.1","6144"
"Premios David de Donatello","Premio","Italia","2003","La finestra di fronte (Facing Windows)","2003","Ferzan Ozpetek","Italia","Drama","6.8","1942"
"Premios David de Donatello","Premio","Italia","2002","Il mestiere delle armi","2001","Ermanno Olmi","Italia","Drama","6.3","701"
"Premios David de Donatello","Premio","Italia","2001","La stanza del figlio","2001","Nanni Moretti","Italia","Drama","7.1","13374"
"Premios David de Donatello","Premio","Italia","2000","Pane e tulipani","2000","Silvio Soldini","Italia","Comedia","6.9","1116"
"Premios David de Donatello","Premio","Italia","1999","Fuori dal mondo","1999","Giuseppe Piccioni","Italia","Drama","6.5","234"
"Premios David de Donatello","Premio","Italia","1998","La vita è bella","1997","Roberto Benigni","Italia","Comedia","8.5","191496"
"Premios David de Donatello","Premio","Italia","1997","La tregua","1997","Francesco Rosi","Italia","Drama","6.5","419"
"Premios David de Donatello","Premio","Italia","1996","Ferie d'agosto","1996","Paolo Virzì","Italia","Comedia","6.9","40"
"Premios David de Donatello","Premio","Italia","1995","La scuola","1995","Daniele Luchetti","Italia","Comedia","6.4","38"
"Premios David de Donatello","Premio","Italia","1994","Caro diario","1993","Nanni Moretti","Italia","Comedia","6.9","8787"
"Premios David de Donatello","Premio","Italia","1993","Il grande cocomero","1993","Francesca Archibugi","Italia","Comedia","7.1","30"
"Premios David de Donatello","Premio","Italia","1992","Il ladro di bambini","1992","Gianni Amelio","Italia","Drama","7.3","971"
"Premios David de Donatello","Premio","Italia","1991","Mediterraneo","1991","Gabriele Salvatores","Italia","Comedia","7.0","6412"
"Premios David de Donatello","Premio","Italia","1990","Porte aperte","1990","Gianni Amelio","Italia","Drama","6.7","99"
"Premios David de Donatello","Premio","Italia","1989","La leggenda del santo bevitore","1988","Ermanno Olmi","Italia","Drama","6.7","628"
"Premios David de Donatello","Premio","Italia","1988","The Last Emperor","1987","Bernardo Bertolucci","Reino Unido","Drama","7.2","48527"
"Premios David de Donatello","Premio","Italia","1987","La famiglia","1987","Ettore Scola","Italia","Drama","7.5","1959"
"Premios David de Donatello","Premio","Italia","1986","Speriamo che sia femmina","1986","Mario Monicelli","Italia","Comedia","6.6","69"
"Premios David de Donatello","Premio","Italia","1985","Carmen","1984","Francesco Rosi","Francia","Musical","6.4","99"
"Premios David de Donatello","Premio","Italia","1984","Le bal","1983","Ettore Scola","Argelia","Musical","7.3","840"
"Premios David de Donatello","Premio","Italia","1983","La notte di san Lorenzo","1982","Paolo Taviani, Vittorio Taviani","Italia","Drama","7.0","941"
"Premios David de Donatello","Premio","Italia","1982","Borotalco","1982","Carlo Verdone","Italia","Comedia","6.8","44"
"Premios David de Donatello","Premio","Italia","1981","Ricomincio da tre","1981","Massimo Troisi","Italia","Comedia","7.2","145"
"Premios David de Donatello","Premio","Italia","1980","Mani di velluto","1979","Franco Castellano, Giuseppe Moccia","Italia","Comedia","5.4","21"
"Premios David de Donatello","Premio","Italia","1979","L'albero degli zoccoli","1978","Ermanno Olmi","Italia","Drama","7.7","2396"
"Premios David de Donatello","Premio","Italia","1978","In nome del papa re","1977","Luigi Magni","Italia","Drama","7.3","109"
"Premios David de Donatello","Premio","Italia","1977","Il deserto dei tartari","1976","Valerio Zurlini","Italia","Drama","6.4","525"
"Premios David de Donatello","Premio","Italia","1976","Amici Miei","1975","Mario Monicelli","Italia","Comedia","7.3","1113"
"Premios David de Donatello","Premio","Italia","1975","Gruppo di famiglia in un interno","1974","Luchino Visconti","Italia","Drama","7.4","2129"
"Premios David de Donatello","Premio","Italia","1974","Amarcord","1973","Federico Fellini","Italia","Comedia","8.0","18128"
"Premios David de Donatello","Premio","Italia","1973","Ludwig II","1972","Luchino Visconti","Italia","Drama","7.5","1508"
"Premios David de Donatello","Premio","Italia","1972","La classe operaia va in paradiso","1971","Elio Petri","Italia","Drama","7.2","1414"
"Premios David de Donatello","Premio","Italia","1971","Il giardino dei Finzi-Contini","1971","Vittorio De Sica","Italia","Drama","7.0","1098"
"Premios David de Donatello","Premio","Italia","1970","Indagine su un cittadino al di sopra di ogni sospetto","1970","Elio Petri","Italia","Thriller","7.2","1040"
"Premios Goya","Premio","España","2019","Campeones","2018","Javier Fesser","España","Comedia","7.0","23730"
"Premios Goya","Premio","España","2018","The Bookshop (La librería)","2017","Isabel Coixet","España","Drama","6.2","7401"
"Premios Goya","Premio","España","2017","Tarde para la ira","2016","Raúl Arévalo","España","Thriller","7.0","29877"
"Premios Goya","Premio","España","2016","Truman","2015","Cesc Gay","España","Drama","7.0","25358"
"Premios Goya","Premio","España","2015","La isla mínima","2014","Alberto Rodríguez","España","Cine negro","7.2","65558"
"Premios Goya","Premio","España","2014","Vivir es fácil con los ojos cerrados","2013","David Trueba","España","Drama","6.5","23201"
"Premios Goya","Premio","España","2013","Blancanieves","2012","Pablo Berger","España","Drama","7.0","20355"
"Premios Goya","Premio","España","2012","No habrá paz para los malvados","2011","Enrique Urbizu","España","Thriller","6.0","38048"
"Premios Goya","Premio","España","2011","Pa negre","2010","Agustí Villaronga","España","Drama","6.8","24211"
"Premios Goya","Premio","España","2010","Celda 211","2009","Daniel Monzón","España","Thriller","7.7","115906"
"Premios Goya","Premio","España","2009","Camino","2008","Javier Fesser","España","Drama","7.2","41452"
"Premios Goya","Premio","España","2008","La soledad","2007","Jaime Rosales","España","Drama","6.3","6239"
"Premios Goya","Premio","España","2007","Volver","2006","Pedro Almodóvar","España","Drama","7.0","68022"
"Premios Goya","Premio","España","2006","La vida secreta de las palabras (The Secret Life of Words)","2005","Isabel Coixet","España","Drama","7.0","27419"
"Premios Goya","Premio","España","2005","Mar adentro","2004","Alejandro Amenábar","España","Drama","7.2","99904"
"Premios Goya","Premio","España","2004","Te doy mis ojos","2003","Icíar Bollaín","España","Drama","7.4","39592"
"Premios Goya","Premio","España","2003","Los lunes al sol","2002","Fernando Léon de Aranoa","España","Drama","7.4","56525"
"Premios Goya","Premio","España","2002","Los otros (The Others)","2001","Alejandro Amenábar","España","Intriga","7.5","146070"
"Premios Goya","Premio","España","2001","El bola","2000","Achero Mañas","España","Drama","7.1","41749"
"Premios Goya","Premio","España","2000","Todo sobre mi madre","1999","Pedro Almodóvar","España","Drama","7.1","72611"
"Premios Goya","Premio","España","1999","La niña de tus ojos","1998","Fernando Trueba","España","Drama","6.2","16240"
"Premios Goya","Premio","España","1998","La buena estrella","1997","Ricardo Franco","España","Drama","7.0","18475"
"Premios Goya","Premio","España","1997","Tesis","1996","Alejandro Amenábar","España","Intriga","7.7","90302"
"Premios Goya","Premio","España","1996","Nadie hablará de nosotras cuando hayamos muerto","1995","Agustín Díaz Yanes","España","Thriller","6.9","8457"
"Premios Goya","Premio","España","1995","Días contados","1994","Imanol Uribe","España","Thriller","6.3","9965"
"Premios Goya","Premio","España","1994","Todos a la cárcel","1993","Luis García Berlanga","España","Comedia","5.6","4169"
"Premios Goya","Premio","España","1993","Belle Époque","1992","Fernando Trueba","España","Comedia","6.7","22522"
"Premios Goya","Premio","España","1992","Amantes","1991","Vicente Aranda","España","Drama","6.6","7802"
"Premios Goya","Premio","España","1991","¡Ay, Carmela!","1990","Carlos Saura","España","Drama","6.8","10170"
"Premios Goya","Premio","España","1990","El sueño del mono loco (The Mad Monkey)","1989","Fernando Trueba","España","Intriga","5.4","1576"
"Premios Goya","Premio","España","1989","Mujeres al borde de un ataque de nervios","1988","Pedro Almodóvar","España","Comedia","7.0","46076"
"Premios Goya","Premio","España","1988","El bosque animado","1987","José Luis Cuerda","España","Comedia","7.4","9989"
"Premios Goya","Premio","España","1987","El viaje a ninguna parte","1986","Fernando Fernán Gómez","España","Drama","7.7","10291"
"Premios Guldbagge","Premio","Suecia","2019","Gräns","2018","Ali Abbasi","Suecia","Fantástico","6.7","1976"
"Premios Guldbagge","Premio","Suecia","2018","The Nile Hilton Incident","2017","Tarik Saleh","Suecia","Thriller","6.4","2842"
"Premios Guldbagge","Premio","Suecia","2017","Jätten","2016","Johannes Nyholm","Suecia","Drama","5.2","135"
"Premios Guldbagge","Premio","Suecia","2016","Efterskalv","2015","Magnus von Horn","Suecia","Drama","5.7","751"
"Premios Guldbagge","Premio","Suecia","2015","Turist (Tourist) (Force Majeure)","2014","Ruben Östlund","Suecia","Drama","6.3","7463"
"Premios Guldbagge","Premio","Suecia","2014","Återträffen (The Reunion)","2013","Anna Odell","Suecia","Drama","6.7","706"
"Premios Guldbagge","Premio","Suecia","2013","Äta sova dö (Eat Sleep Die)","2012","Gabriela Pichler","Suecia","Drama","6.0","287"
"Premios Guldbagge","Premio","Suecia","2012","Apflickorna","2011","Lisa Aschan","Suecia","Drama","5.6","198"
"Premios Guldbagge","Premio","Suecia","2011","Sebbe","2010","Babak Najafi","Suecia","Drama","6.3","178"
"Premios Guldbagge","Premio","Suecia","2010","Män som hatar kvinnor (Millennium I)","2009","Niels Arden Oplev","Suecia","Thriller","6.7","43545"
"Premios Guldbagge","Premio","Suecia","2009","Maria Larssons eviga ögonblick (Everlasting Moments)","2008","Jan Troell","Suecia","Drama","7.1","319"
"Premios Guldbagge","Premio","Suecia","2008","Du levande (You, the Living)","2007","Roy Andersson","Suecia","Comedia","6.7","1325"
"Premios Guldbagge","Premio","Suecia","2007","Förortsungar","2006","Catti Edfeldt, Ylva Gustavsson","Suecia","Comedia","",""
"Premios Guldbagge","Premio","Suecia","2006","Ninas resa","2005","Lena Einhorn","Suecia","Drama","",""
"Premios Guldbagge","Premio","Suecia","2005","Masjävlar","2004","Maria Blom","Suecia","Comedia","6.4","36"
"Premios Guldbagge","Premio","Suecia","2004","Ondskan (Evil)","2003","Mikael Håfström","Suecia","Drama","7.2","3078"
"Premios Guldbagge","Premio","Suecia","2003","Lilja 4-ever","2002","Lukas Moodysson","Suecia","Drama","7.5","11272"
"Premios Guldbagge","Premio","Suecia","2002","Så vit som en snö (As White as in Snow)","2001","Jan Troell","Suecia","Drama","",""
"Premios Guldbagge","Premio","Suecia","2001","Sånger från andra våningen (Songs from the Second Floor)","2000","Roy Andersson","Suecia","Drama","7.0","1787"
"Premios Guldbagge","Premio","Suecia","2000","Tsatsiki, morsan och polisen","1999","Ella Lemhagen","Suecia","Drama","",""
"Premios Guldbagge","Premio","Suecia","1999","Fucking Åmål (Fucking Amal)","1998","Lukas Moodysson","Suecia","Drama","7.1","8194"
"Premios Guldbagge","Premio","Suecia","1998","Tic Tac","1997","Daniel Alfredson","Suecia","Thriller","",""
"Premios Guldbagge","Premio","Suecia","1997","Hamsun","1996","Jan Troell","Suecia","Drama","6.6","301"
"Premios Guldbagge","Premio","Suecia","1996","All Things Fair (Lust och fägring stor)","1995","Bo Widerberg","Suecia","Drama","6.9","2164"
"Premios Guldbagge","Premio","Suecia","1995","En pizza i Jordbro (TV)","1994","Rainer Hartleb","Suecia","Documental","",""
"Premios Guldbagge","Premio","Suecia","1994","Kådisbellan","1993","Åke Sandgren","Suecia","Comedia","7.3","28"
"Premios Guldbagge","Premio","Suecia","1993","Änglagård","1992","Colin Nutley","Suecia","Comedia","",""
"Premios Guldbagge","Premio","Suecia","1992","Il capitano","1991","Jan Troell","Suecia","Drama","",""
"Premios Guldbagge","Premio","Suecia","1991","God afton, Herr Wallenberg - En Passionshistoria från verkligheten","1990","Kjell Grede","Suecia","Drama","",""
"Premios Guldbagge","Premio","Suecia","1990","Miraklet i Valby","1989","Åke Sandgren","Dinamarca","Aventuras","",""
"Premios Guldbagge","Premio","Suecia","1989","Ved vejen","1988","Max von Sydow","Dinamarca","Drama","",""
"Premios Guldbagge","Premio","Suecia","1988","Pelle erobreren","1987","Bille August","Dinamarca","Drama","7.4","5412"
"Premios Guldbagge","Premio","Suecia","1987","Offret","1986","Andrei Tarkovsky","Suecia","Drama","7.8","6291"
"Premios Guldbagge","Premio","Suecia","1986","Mitt liv som hund (My Life as a Dog)","1985","Lasse Hallström","Suecia","Drama","7.2","1569"
"Premios Guldbagge","Premio","Suecia","1985","Smärtgränsen","1983","Agneta Elers-Jarleman","Suecia","Documental","",""
"Premios Guldbagge","Premio","Suecia","1984","Fanny och Alexander (Fanny and Alexander)","1982","Ingmar Bergman","Suecia","Drama","7.9","16459"
"Premios Guldbagge","Premio","Suecia","1983","Den enfaldige mördaren","1982","Hans Alfredson","Suecia","Drama","6.9","21"
"Premios Guldbagge","Premio","Suecia","1982","Barnens ö","1980","Kay Pollak","Suecia","Drama","5.4","23"
"Premios Guldbagge","Premio","Suecia","1981","Mannen som blev miljonär","1980","Mats Arehn","Suecia","Thriller","",""
"Premios Guldbagge","Premio","Suecia","1980","Ett anständigt liv","1979","Stefan Jarl","Suecia","Documental","",""
"Premios Guldbagge","Premio","Suecia","1979","Picassos äventyr","1978","Tage Danielsson","Suecia","Comedia","6.2","71"
"Premios Guldbagge","Premio","Suecia","1978","Mannen på taket","1976","Bo Widerberg","Suecia","Acción","6.5","106"
"Premios Guldbagge","Premio","Suecia","1977","Släpp fångarne loss, det är vår!","1975","Tage Danielsson","Suecia","Comedia","",""
"Premios Guldbagge","Premio","Suecia","1976","Det sista äventyret","1974","Jan Halldoff","Suecia","Drama","",""
"Premios Guldbagge","Premio","Suecia","1975","En handfull kärlek","1974","Vilgot Sjöman","Suecia","Drama","",""
"Premios Guldbagge","Premio","Suecia","1974","Viskningar och rop (Cries and Whispers)","1972","Ingmar Bergman","Suecia","Drama","7.8","8128"
"Premios Guldbagge","Premio","Suecia","1973","Äppelkriget","1971","Tage Danielsson","Suecia","Comedia","",""
"Premios Guldbagge","Premio","Suecia","1972","Utvandrarna (The Emigrants)","1971","Jan Troell","Suecia","Drama","7.4","383"
"Premios Guldbagge","Premio","Suecia","1971","En Kärlekshistoria (A Swedish Love Story)","1970","Roy Andersson","Suecia","Drama","6.9","685"
"Premios Guldbagge","Premio","Suecia","1970","Den vita sporten","1968","Roy Andersson, Kalle Boman, Lena Ewert, Sven Fahlén, Staffan Hedqvist, Lennart Malmer, Jörgen Persson, Ingela Romare, Inge Roos, Axel Rudorf-Lohmann, Rudi Spee, Bo Widerberg","Suecia","Documental","",""
"Premios Guldbagge","Premio","Suecia","1969","Hugo och Josefin","1967","Kjell Grede","Suecia","Comedia","6.7","22"
"Premios Guldbagge","Premio","Suecia","1968","Persona","1966","Ingmar Bergman","Suecia","Drama","8.2","21395"
"Premios Guldbagge","Premio","Suecia","1967","Heja Roland!","1966","Bo Widerberg","Suecia","Comedia","",""
"Premios Guldbagge","Premio","Suecia","1966","Bröllopsbesvär","1964","Åke Falck","Suecia","Drama","",""
"Premios Guldbagge","Premio","Suecia","1965","Tystnaden","1963","Ingmar Bergman","Suecia","Drama","7.8","3583"
"Premios del Cine Alemán","Premio","Alemania","2018","3 Tage in Quiberon","2018","Emily Atef","Alemania","Drama","5.9","27"
"Premios del Cine Alemán","Premio","Alemania","2017","Toni Erdmann","2016","Maren Ade","Alemania","Comedia","6.4","7253"
"Premios del Cine Alemán","Premio","Alemania","2016","Der Staat gegen Fritz Bauer","2015","Lars Kraume","Alemania","Drama","6.3","1457"
"Premios del Cine Alemán","Premio","Alemania","2015","Victoria","2015","Sebastian Schipper","Alemania","Thriller","6.9","5078"
"Premios del Cine Alemán","Premio","Alemania","2014","Die Andere Heimat - Chronik einer Sehnsucht","2013","Edgar Reitz","Alemania","Drama","7.7","397"
"Premios del Cine Alemán","Premio","Alemania","2013","Oh Boy","2012","Jan Ole Gerster","Alemania","Comedia","6.9","3177"
"Premios del Cine Alemán","Premio","Alemania","2012","Halt auf freier Strecke (Stopped on Track)","2011","Andreas Dresen","Alemania","Drama","6.9","283"
"Premios del Cine Alemán","Premio","Alemania","2011","Vincent will meer (Vincent Wants to Sea)","2010","Ralf Huettner","Alemania","Drama","6.5","108"
"Premios del Cine Alemán","Premio","Alemania","2010","Das weisse Band ","2009","Michael Haneke","Alemania","Drama","7.2","35790"
"Premios del Cine Alemán","Premio","Alemania","2009","John Rabe","2009","Florian Gallenberger","Alemania","Drama","6.5","279"
"Premios del Cine Alemán","Premio","Alemania","2008","Auf der anderen Seite (The Edge of Heaven)","2007","Fatih Akin","Alemania","Drama","7.4","8310"
"Premios del Cine Alemán","Premio","Alemania","2007","Vier Minuten","2006","Chris Kraus","Alemania","Drama","6.8","2347"
"Premios del Cine Alemán","Premio","Alemania","2006","Das Leben der Anderen","2006","Florian Henckel von Donnersmarck","Alemania","Drama","8.0","73162"
"Premios del Cine Alemán","Premio","Alemania","2005","Alles auf Zucker!","2004","Dani Levy","Alemania","Comedia","5.9","55"
"Premios del Cine Alemán","Premio","Alemania","2004","Gegen Die Wand (Head-On)","2004","Fatih Akin","Alemania","Drama","7.5","12342"
"Premios del Cine Alemán","Premio","Alemania","2003","Good Bye, Lenin!","2003","Wolfgang Becker","Alemania","Drama","7.6","74402"
"Premios del Cine Alemán","Premio","Alemania","2002","Nirgendwo in Afrika","2001","Caroline Link","Alemania","Drama","6.7","3165"
"Premios del Cine Alemán","Premio","Alemania","2001","Die Innere Sicherheit","2000","Christian Petzold","Alemania","Drama","6.7","173"
"Premios del Cine Alemán","Premio","Alemania","2000","Die Unberührbare","2000","Oskar Roehler","Alemania","Drama","6.7","50"
"Premios del Cine Alemán","Premio","Alemania","1999","Lola rennt (Run, Lola, Run)","1998","Tom Tykwer","Alemania","Acción","7.1","33229"
"Premios del Cine Alemán","Premio","Alemania","1998","The Harmonists (Comedian Harmonists)","1997","Joseph Vilsmaier","Alemania","Drama","6.5","62"
"Premios del Cine Alemán","Premio","Alemania","1997","Rossini","1997","Helmut Dietl","Alemania","Comedia","5.4","96"
"Premios del Cine Alemán","Premio","Alemania","1996","Der Totmacher (Deathmaker)","1995","Romuald Karmakar","Alemania","Drama","6.8","35"
"Premios del Cine Alemán","Premio","Alemania","1995","Der bewegte Mann","1994","Sönke Wortmann","Alemania","Comedia","5.6","615"
"Premios del Cine Alemán","Premio","Alemania","1994","Kaspar Hauser","1993","Peter Sehr","Alemania","Drama","",""
"Premios del Cine Alemán","Premio","Alemania","1993","Kleine Haie","1992","Sönke Wortmann","Alemania","Comedia","",""
"Premios del Cine Alemán","Premio","Alemania","1992","Schtonk!","1992","Helmut Dietl","Alemania","Comedia","6.7","24"
"Premios del Cine Alemán","Premio","Alemania","1991","Malina","1991","Werner Schroeter","Alemania","Intriga","6.0","36"
"Premios del Cine Alemán","Premio","Alemania","1990","Lezte Ausfahrt Brooklyn (Last Exit to Brooklyn)","1989","Uli Edel","Alemania del Oeste (RFA)","Drama","6.5","804"
"Premios del Cine Alemán","Premio","Alemania","1989","Yasemin","1988","Hark Bohm","Alemania del Oeste (RFA)","Drama","",""
"Premios del Cine Alemán","Premio","Alemania","1988","Der Himmel über Berlin (Wings of Desire)","1987","Wim Wenders","Alemania del Oeste (RFA)","Drama","7.4","13358"
"Premios del Cine Alemán","Premio","Alemania","1986","Rosa Luxemburg","1986","Margarethe von Trotta","Alemania del Oeste (RFA)","Drama","6.7","251"
"Premios del Cine Alemán","Premio","Alemania","1985","Redl ezredes","1984","István Szabó","Hungría","Drama","6.8","443"
"Premios del Cine Alemán","Premio","Alemania","1984","Wo die grünen Ameisen träumen (Where the Green Ants Dream)","1984","Werner Herzog","Alemania del Oeste (RFA)","Drama","6.9","349"
"Premios del Cine Alemán","Premio","Alemania","1983","The State of Things (Der Stand der Dinge)","1982","Wim Wenders","Alemania del Oeste (RFA)","Drama","6.6","585"
"Premios del Cine Alemán","Premio","Alemania","1982","Die bleierne Zeit","1981","Margarethe von Trotta","Alemania del Oeste (RFA)","Drama","7.1","243"
"Premios del Cine Alemán","Premio","Alemania","1981","Jede Menge Kohle","1981","Adolf Winkelmann","Alemania del Oeste (RFA)","Comedia","",""
"Premios del Cine Alemán","Premio","Alemania","1980","Die letzten Jahre der Kindheit","1979","Norbert Kückelmann","Alemania del Oeste (RFA)","Drama","",""
"Premios del Cine Alemán","Premio","Alemania","1979","Die Blechtrommel","1979","Volker Schlöndorff","Alemania del Oeste (RFA)","Drama","7.1","11229"
"Premios del Cine Alemán","Premio","Alemania","1978","Die Gläserne Zelle","1978","Hans W. Geissendörfer","Alemania del Oeste (RFA)","Drama","6.8","33"
"Premios del Cine Alemán","Premio","Alemania","1977","Heinrich","1977","Helma Sanders-Brahms","Alemania del Oeste (RFA)","Drama","",""
"Premios del Cine Alemán","Premio","Alemania","1976","Es herrscht Ruhe im Land","1976","Peter Lilienthal","Alemania del Oeste (RFA)","Drama","",""
"Premios del Cine Alemán","Premio","Alemania","1975","Lina Braake","1975","Bernhard Sinkel","Alemania del Oeste (RFA)","Comedia","",""
"Premios del Cine Alemán","Premio","Alemania","1974","Der Fußgänger (The Pedestrian)","1973","Maximilian Schell","Alemania del Oeste (RFA)","Drama","",""
"Premios del Cine Alemán","Premio","Alemania","1973","Die Sachverständigen","1973","Norbert Kückelmann","Alemania del Oeste (RFA)","Drama","",""
"Premios del Cine Alemán","Premio","Alemania","1972","Trotta","1971","Johannes Schaaf","Alemania del Oeste (RFA)","Drama","",""
"Premios del Cine Alemán","Premio","Alemania","1971","Erste Liebe (First Love)","1971","Maximilian Schell","Suiza","Romance","5.6","80"
"Premios del Cine Alemán","Premio","Alemania","1970","Katzelmacher","1969","Rainer Werner Fassbinder","Alemania del Oeste (RFA)","Drama","6.8","366"
"Premios del Cine Alemán","Premio","Alemania","1969","Die Artisten in der Zirkuskuppel: Ratlos","1968","Alexander Kluge","Alemania del Oeste (RFA)","Drama","6.5","126"
