"award_name","award_type","award_country","award_year","film_title","film_year","film_director","film_country","film_main_genre","score","nvotes"
"Premios del Cine Alemán","Premio","Alemania","1968","Tätowierung","1967","Johannes Schaaf","Alemania del Oeste (RFA)","Drama","",""
"Premios del Cine Alemán","Premio","Alemania","1967","Abschied von gestern (Anita G.)","1966","Alexander Kluge","Alemania del Oeste (RFA)","Drama","6.5","225"
"Premios del Cine Alemán","Premio","Alemania","1966","Der junge Törless","1966","Volker Schlöndorff","Alemania del Oeste (RFA)","Drama","7.1","717"
"Premios del Cine Alemán","Premio","Alemania","1965","Das Haus in der Karpfengasse","1965","Kurt Hoffmann","Alemania del Oeste (RFA)","Drama","",""
"Premios del Cine Alemán","Premio","Alemania","1964","Kennwort... Reiher","1964","Rudolf Jugert","Alemania del Oeste (RFA)","Drama","",""
"Premios del Cine Alemán","Premio","Alemania","1963","Die endlose Nacht","1963","Will Tremper","Alemania del Oeste (RFA)","Drama","6.2","21"
"Premios del Cine Alemán","Premio","Alemania","1962","Das Brot der frühen Jahre","1962","Herbert Vesely","Alemania del Oeste (RFA)","Drama","",""
"Premios del Cine Alemán","Premio","Alemania","1960","Die Brücke","1959","Bernhard Wicki","Alemania del Oeste (RFA)","Bélico","7.7","2521"
"Premios del Cine Alemán","Premio","Alemania","1959","Helden","1958","Franz Peter Wirth","Alemania del Oeste (RFA)","Comedia","",""
"Premios del Cine Alemán","Premio","Alemania","1958","Nachts, wenn der Teufel kam","1957","Robert Siodmak","Alemania del Oeste (RFA)","Thriller","6.6","330"
"Premios del Cine Alemán","Premio","Alemania","1957","Der Hauptmann von Köpenick","1956","Helmut Käutner","Alemania del Oeste (RFA)","Drama","6.8","37"
"Premios del Cine Alemán","Premio","Alemania","1956","Himmel ohne Sterne (Sky Without Stars)","1955","Helmut Käutner","Alemania del Oeste (RFA)","Romance","",""
"Premios del Cine Alemán","Premio","Alemania","1955","Canaris","1954","Alfred Weidenmann","Alemania del Oeste (RFA)","Drama","6.6","168"
"Premios del Cine Alemán","Premio","Alemania","1954","Weg ohne Umkehr (No Way Back)","1953","Victor Vicas","Alemania del Oeste (RFA)","Bélico","",""
"Premios del Cine Alemán","Premio","Alemania","1953","Nachts auf den Straßen","1952","Rudolf Jugert","Alemania del Oeste (RFA)","Drama","",""
"Premios del Cine Alemán","Premio","Alemania","1952","Die Schuld des Dr. Homma","1951","Paul Verhoeven II","Alemania del Oeste (RFA)","Drama","",""
"Premios del Cine Alemán","Premio","Alemania","1951","Das doppelte Lottchen","1950","Josef von Báky","Alemania del Oeste (RFA)","Comedia","",""
"Premios del Cine Suizo","Premio","Suiza","2018","Blue My Mind","2017","Lisa Brühlmann","Suiza","Drama","5.9","360"
"Premios del Cine Suizo","Premio","Suiza","2017","Ma Vie De Courgette","2016","Claude Barras","Suiza","Animación","7.3","4519"
"Premios del Cine Suizo","Premio","Suiza","2016","Köpek","2015","Esen Isik","Suiza","Drama","",""
"Premios del Cine Suizo","Premio","Suiza","2015","Der Kreis (The Circle)","2014","Stefan Haupt","Suiza","Documental","6.7","87"
"Premios del Cine Suizo","Premio","Suiza","2014","Der Goalie bin ig (I Am the Keeper)","2014","Sabine Boss","Suiza","Drama","",""
"Premios del Cine Suizo","Premio","Suiza","2013","L'enfant d'en haut","2012","Ursula Meier","Suiza","Drama","6.5","1319"
"Premios del Cine Suizo","Premio","Suiza","2012","Giochi d'estate","2011","Rolando Colla","Suiza","Drama","5.9","27"
"Premios del Cine Suizo","Premio","Suiza","2011","La petite chambre","2010","Stéphanie Chuat, Véronique Reymond","Suiza","Drama","7.2","33"
"Premios del Cine Suizo","Premio","Suiza","2010","Coeur animal (Animal Heart)","2009","Séverine Cornamusaz","Suiza","Drama","6.5","24"
"Premios del Cine Suizo","Premio","Suiza","2009","Home","2008","Ursula Meier","Suiza","Drama","6.0","1121"
"Premios del Cine Suizo","Premio","Suiza","2008","Der Freund (The Friend)","2008","Micha Lewinsky","Suiza","Comedia","",""
"Premios del Cine Suizo","Premio","Suiza","2007","Vitus","2006","Fredi M. Murer","Suiza","Drama","6.9","1095"
"Premios del Cine Suizo","Premio","Suiza","2006","Mein name ist Eugen","2005","Michael Steiner","Suiza","Comedia","",""
"Premios del Cine Suizo","Premio","Suiza","2005","Tout un hiver sans feu","2004","Greg Zglinski","Suiza","Drama","5.8","66"
"Premios del Cine Suizo","Premio","Suiza","2004","Mein Name ist Bach","2003","Dominique de Rivaz","Suiza","Drama","5.5","354"
"Premios del Cine Suizo","Premio","Suiza","2003","On dirait le sud","2003","Vincent Pluss","Suiza","Drama","",""
"Premios del Cine Suizo","Premio","Suiza","2002","Utopia Blues","2001","Stefan Haupt","Suiza","Drama","",""
"Premios del Cine Suizo","Premio","Suiza","2001","Azzurro","2000","Denis Rabaglia","Suiza","Drama","",""
"Premios del Cine Suizo","Premio","Suiza","2000","Emporte-moi","1999","Léa Pool","Canadá","Drama","",""
"Premios del Cine Suizo","Premio","Suiza","1999","F. est un salaud","1998","Marcel Gisler","Suiza","Drama","6.1","122"
"Premios del Cine Suizo","Premio","Suiza","1998","Das Schweigen der Männer","1997","Clemens Klopfenstein","Suiza","Comedia","",""
"Canadian Screen Awards (2013-)","Premio","Canadá","2017","Juste la fin du monde","2016","Xavier Dolan","Canadá","Drama","6.2","3689"
"Canadian Screen Awards (2013-)","Premio","Canadá","2016","Room","2015","Lenny Abrahamson","Irlanda","Drama","7.7","38269"
"Canadian Screen Awards (2013-)","Premio","Canadá","2015","Mommy","2014","Xavier Dolan","Canadá","Drama","7.5","13396"
"Canadian Screen Awards (2013-)","Premio","Canadá","2014","Gabrielle","2013","Louise Archambault","Canadá","Romance","6.1","543"
"Canadian Screen Awards (2013-)","Premio","Canadá","2013","Rebelle (War Witch)","2012","Kim Nguyen","Canadá","Drama","6.7","1284"
"Premios Genie (1980-2012)","Premio","Canadá","2012","Monsieur Lazhar","2011","Philippe Falardeau","Canadá","Drama","6.8","8498"
"Premios Genie (1980-2012)","Premio","Canadá","2011","Incendies","2010","Denis Villeneuve","Canadá","Drama","7.7","18878"
"Premios Genie (1980-2012)","Premio","Canadá","2010","Polytechnique","2009","Denis Villeneuve","Canadá","Drama","6.8","1298"
"Premios Genie (1980-2012)","Premio","Canadá","2009","Passchendaele","2008","Paul Gross","Canadá","Bélico","5.1","502"
"Premios Genie (1980-2012)","Premio","Canadá","2008","Away From Her","2006","Sarah Polley","Canadá","Romance","6.9","2839"
"Premios Genie (1980-2012)","Premio","Canadá","2007","Bon Cop, Bad Cop","2006","Erik Canuel","Canadá","Acción","5.7","113"
"Premios Genie (1980-2012)","Premio","Canadá","2006","C.R.A.Z.Y. (CRAZY)","2005","Jean-Marc Vallée","Canadá","Drama","7.3","13596"
"Premios Genie (1980-2012)","Premio","Canadá","2005","Les triplettes de Belleville","2003","Sylvain Chomet","Francia","Animación","7.5","13636"
"Premios Genie (1980-2012)","Premio","Canadá","2004","Les invasions barbares","2003","Denys Arcand","Canadá","Comedia","7.5","20476"
"Premios Genie (1980-2012)","Premio","Canadá","2003","Ararat","2002","Atom Egoyan","Canadá","Drama","6.9","1990"
"Premios Genie (1980-2012)","Premio","Canadá","2002","Atanarjuat: The Fast Runner","2001","Zacharias Kunuk","Canadá","Drama","6.8","316"
"Premios Genie (1980-2012)","Premio","Canadá","2001","Maelström (Maelstrom)","2000","Denis Villeneuve","Canadá","Drama","6.2","362"
"Premios Genie (1980-2012)","Premio","Canadá","2000","Sunshine","1999","István Szabó","Hungría","Drama","7.0","1007"
"Premios Genie (1980-2012)","Premio","Canadá","1999","Le Violon rouge (The Red Violin)","1998","François Girard","Canadá","Drama","7.1","4642"
"Premios Genie (1980-2012)","Premio","Canadá","1998","The Sweet Hereafter","1997","Atom Egoyan","Canadá","Drama","7.3","4242"
"Premios Genie (1980-2012)","Premio","Canadá","1997","Lilies","1996","John Greyson","Canadá","Drama","6.0","80"
"Premios Genie (1980-2012)","Premio","Canadá","1996","Le confessionnal","1995","Robert Lepage","Canadá","Intriga","5.9","54"
"Premios Genie (1980-2012)","Premio","Canadá","1995","Exotica","1994","Atom Egoyan","Canadá","Drama","7.1","7558"
"Premios Genie (1980-2012)","Premio","Canadá","1994","Thirty Two Short Films About Glenn Gould","1993","François Girard","Canadá","Musical","6.8","226"
"Premios Genie (1980-2012)","Premio","Canadá","1993","Naked Lunch","1991","David Cronenberg","Canadá","Intriga","6.6","6343"
"Premios Genie (1980-2012)","Premio","Canadá","1992","Black Robe","1991","Bruce Beresford","Canadá","Aventuras","6.5","211"
"Premios Genie (1980-2012)","Premio","Canadá","1991","Jésus de Montréal","1989","Denys Arcand","Canadá","Drama","7.0","663"
"Premios Genie (1980-2012)","Premio","Canadá","1990","Dead Ringers","1988","David Cronenberg","Canadá","Drama","7.2","9404"
"Premios Genie (1980-2012)","Premio","Canadá","1989","Un zoo la nuit (Night Zoo)","1987","Jean-Claude Lauzon","Canadá","Thriller","5.9","81"
"Premios Genie (1980-2012)","Premio","Canadá","1988","Le déclin de l'empire américain","1986","Denys Arcand","Canadá","Comedia","6.7","3222"
"Premios Genie (1980-2012)","Premio","Canadá","1987","My American Cousin","1985","Sandy Wilson","Canadá","Drama","",""
"Premios Genie (1980-2012)","Premio","Canadá","1986","The Bay Boy","1984","Daniel Petrie","Canadá","Drama","5.8","47"
"Premios Genie (1980-2012)","Premio","Canadá","1985","The Terry Fox Story (TV)","1983","Ralph L. Thomas","Canadá","Drama","",""
"Premios Genie (1980-2012)","Premio","Canadá","1984","The Grey Fox","1982","Phillip Borsos","Canadá","Western","",""
"Premios Genie (1980-2012)","Premio","Canadá","1983","Ticket to Heaven","1981","Ralph L. Thomas","Canadá","Drama","5.3","23"
"Premios Genie (1980-2012)","Premio","Canadá","1982","Les bons débarras (Good Riddance)","1979","Francis Mankiewicz","Canadá","Drama","",""
"Premios Genie (1980-2012)","Premio","Canadá","1981","The Changeling","1980","Peter Medak","Canadá","Terror","7.3","25285"
"Premios Ariel","Premio","México","2018","Sueño en otro idioma","2017","Ernesto Contreras","México","Drama","6.9","358"
"Premios Ariel","Premio","México","2017","La 4ª compañía","2016","Amir Galván Cervera, Mitzi Vanessa Arreola","México","Drama","5.6","136"
"Premios Ariel","Premio","México","2016","Las elegidas","2015","David Pablos","México","Drama","6.4","616"
"Premios Ariel","Premio","México","2015","Güeros","2014","Alonso Ruizpalacios","México","Drama","6.9","1399"
"Premios Ariel","Premio","México","2014","La jaula de oro","2013","Diego Quemada-Díez","México","Drama","7.1","2239"
"Premios Ariel","Premio","México","2013","El premio","2011","Paula Markovitch","México","Drama","6.7","97"
"Premios Ariel","Premio","México","2012","Pastorela","2011","Emilio Portes","México","Comedia","5.1","167"
"Premios Ariel","Premio","México","2011","El infierno","2010","Luis Estrada","México","Drama","7.4","5760"
"Premios Ariel","Premio","México","2010","Cinco días sin Nora (5 días sin Nora)","2009","Mariana Chenillo","México","Comedia","6.2","688"
"Premios Ariel","Premio","México","2009","Lake Tahoe","2008","Fernando Eimbcke","México","Drama","6.0","311"
"Premios Ariel","Premio","México","2008","Luz Silenciosa","2007","Carlos Reygadas","México","Drama","6.9","1491"
"Premios Ariel","Premio","México","2007","El laberinto del fauno","2006","Guillermo del Toro","España","Fantástico","7.3","115890"
"Premios Ariel","Premio","México","2006","Mezcal","2005","Ignacio Ortiz","México","Drama","6.0","44"
"Premios Ariel","Premio","México","2005","Temporada de patos","2004","Fernando Eimbcke","México","Drama","6.3","1485"
"Premios Ariel","Premio","México","2004","El misterio del Trinidad","2003","José Luis García Agraz","México","Drama","5.2","88"
"Premios Ariel","Premio","México","2003","El crimen del padre Amaro","2002","Carlos Carrera","México","Drama","6.2","11610"
"Premios Ariel","Premio","México","2002","Cuentos de hadas para dormir cocodrilos","2002","Ignacio Ortiz","México","Drama","6.5","98"
"Premios Ariel","Premio","México","2001","Amores Perros","2000","Alejandro González Iñárritu","México","Drama","7.7","73669"
"Premios Ariel","Premio","México","2000","La ley de Herodes","1999","Luis Estrada","México","Comedia","7.4","2240"
"Premios Ariel","Premio","México","1999","Bajo California: el límite del tiempo","1998","Carlos Bolado","México","Drama","6.9","140"
"Premios Ariel","Premio","México","1998","Por si no te vuelvo a ver","1997","Juan Pablo Villaseñor","México","Drama","6.2","64"
"Premios Ariel","Premio","México","1997","Cilantro y perejil","1995","Rafael Montero","México","Romance","5.8","92"
"Premios Ariel","Premio","México","1996","Sin remitente","1995","Carlos Carrera","México","Drama","6.3","64"
"Premios Ariel","Premio","México","1995","El Callejón de los Milagros","1994","Jorge Fons","México","Drama","7.0","912"
"Premios Ariel","Premio","México","1994","Principio y fin","1993","Arturo Ripstein","México","Drama","7.6","590"
"Premios Ariel","Premio","México","1993","La invención de cronos","1993","Guillermo del Toro","México","Fantástico","6.3","8050"
"Premios Ariel","Premio","México","1992","Como agua para chocolate","1992","Alfonso Arau","México","Drama","6.9","30336"
"Premios Ariel","Premio","México","1991","Rojo amanecer","1989","Jorge Fons","México","Drama","7.3","578"
"Premios Ariel","Premio","México","1990","Goitia, un dios para sí mismo","1988","Diego López Rivera","México","Drama","",""
"Premios Ariel","Premio","México","1989","Esperanza","1988","Sergio Olhovich","México","Drama","",""
"Premios Ariel","Premio","México","1988","Mariana, Mariana","1986","Alberto Isaac","México","Drama","6.4","119"
"Premios Ariel","Premio","México","1987","El imperio de la fortuna","1985","Arturo Ripstein","México","Drama","6.9","155"
"Premios Ariel","Premio","México","1986","Veneno para las hadas","1984","Carlos Enrique Taboada","México","Terror","6.6","603"
"Premios Ariel","Premio","México","1985","Frida, naturaleza viva","1983","Paul Leduc","México","Drama","6.3","154"
"Premios Ariel","Premio","México","1984","Bajo la metralla","1983","Felipe Cazals","México","Thriller","",""
"Premios Ariel","Premio","México","1983","La pachanga","1981","José Estrada","México","Comedia","",""
"Premios Ariel","Premio","México","1982","Ora sí ¡tenemos que ganar!","1978","Raúl Kamffer","México","Drama","",""
"Premios Ariel","Premio","México","1981","Las grandes aguas","1978","Servando González","México","Aventuras","",""
"Premios Ariel","Premio","México","1980","El año de la peste","1979","Felipe Cazals","México","Ciencia ficción","",""
"Premios Ariel","Premio","México","1979","Cadena perpetua","1979","Arturo Ripstein","México","Drama","6.9","220"
"Premios Ariel","Premio","México","1978","El lugar sin límites","1977","Arturo Ripstein","México","Drama","7.4","574"
"Premios Ariel","Premio","México","1977","La pasión según Berenice","1976","Jaime Humberto Hermosillo","México","Drama","6.8","79"
"Premios Ariel","Premio","México","1976","Actas de Marusia","1976","Miguel Littin","México","Drama","6.5","138"
"Premios Ariel","Premio","México","1975","La choca","1974","Emilio Fernández","México","Drama","5.5","31"
"Premios Ariel","Premio","México","1974","El principio","1973","Gonzalo Martínez Ortega","México","Drama","",""
"Premios Ariel","Premio","México","1973","El castillo de la pureza","1972","Arturo Ripstein","México","Drama","7.1","627"
"Premios Ariel","Premio","México","1972","El águila descalza","1971","Alfonso Arau","México","Comedia","",""
"Premios Ariel","Premio","México","1958","Tizoc (Amor indio)","1957","Ismael Rodríguez","México","Drama","6.8","216"
"Premios Ariel","Premio","México","1957","El camino de la vida","1956","Alfonso Corona Blake","México","Drama","",""
"Premios Ariel","Premio","México","1956","Robinson Crusoe","1954","Luis Buñuel","México","Drama","6.5","916"
"Premios Ariel","Premio","México","1955","Los Fernández de Peralvillo","1954","Alejandro Galindo","México","Drama","",""
"Premios Ariel","Premio","México","1954","El niño y la niebla","1953","Roberto Gavaldón","México","Drama","7.3","24"
